,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
1243559,UMTS,334,20,12011,131813505,0,-99.179001,19.397659,1000,9,1,1369513827,1411153169,0
1243560,UMTS,334,20,12011,131797715,0,-99.17600999999999,19.398239,1000,15,1,1369513827,1410607408,0
1243561,UMTS,334,20,12011,131818836,0,-99.172211,19.398834,1000,10,1,1369513827,1408433829,0
1243562,UMTS,334,20,12011,131838836,0,-99.172726,19.398766000000002,1000,8,1,1369513827,1398604011,0
1243563,UMTS,334,20,12011,131813484,0,-99.167404,19.400392999999998,1000,23,1,1369513827,1408433799,0
1243564,UMTS,334,20,12011,131793484,0,-99.16422800000001,19.401770000000003,1000,16,1,1369513827,1408433799,0
1243565,GSM,334,20,1121,15944,0,-99.161412,19.402891,7437,1775,1,1369513827,1485800548,0
1243566,GSM,334,20,542,30587,0,-99.159225,19.404181,13119,2269,1,1369513827,1490566051,0
1243567,UMTS,334,20,21005,131430267,0,-99.158101,19.402734,1000,42,1,1369513827,1493856432,0
1243568,UMTS,334,20,21005,131450267,0,-99.158353,19.404103,1000,22,1,1369513827,1417278195,0
1243569,UMTS,334,20,21005,131440267,0,-99.155266,19.403251,1000,31,1,1369513827,1412466654,0
1243570,UMTS,334,20,31011,197349336,0,-99.150737,19.405164000000003,1000,22,1,1369215343,1369215343,0
1243571,UMTS,334,20,31011,197383699,0,-99.14872700000001,19.403914999999998,1000,10,1,1369513827,1373892950,0
1243572,UMTS,334,20,31011,197363699,0,-99.14739300000001,19.403914999999998,1000,21,1,1369215367,1369215367,0
1243573,UMTS,334,20,31011,197343699,0,-99.141023,19.403914999999998,1000,19,1,1369513827,1378134966,0
1243574,UMTS,334,20,31011,197333699,0,-99.141769,19.404099,1000,15,1,1369513827,1373892921,0
1243575,UMTS,334,20,11008,66110725,0,-99.132227,19.402859,1000,13,1,1369513827,1408433799,0
1243576,GSM,334,20,823,20437,0,-99.129678,19.403164,1273,53,1,1369513827,1491570319,0
1243577,GSM,334,20,823,10246,0,-99.120154,19.405203,1000,32,1,1369513827,1488434812,0
1243578,UMTS,334,20,11008,66060534,0,-99.121262,19.406662,1000,10,1,1369513827,1374581543,0
1243579,UMTS,334,20,31010,197298023,0,-99.11596999999999,19.40531,1000,64,1,1369513827,1412858453,0
1243580,UMTS,334,20,31010,197288023,0,-99.11368399999999,19.40607,1477,51,1,1369513827,1414451570,0
1243581,UMTS,334,20,31010,197283544,0,-99.10511600000001,19.407545000000002,1000,28,1,1369513827,1414451708,0
1243582,GSM,334,20,1012,10290,0,-99.076122,19.403449,9658,3545,1,1369513827,1488111454,0
1243583,UMTS,334,20,11009,125219229,0,-98.951797485352,19.362716674805,1000,1,1,1369168817,1369168817,0
1243584,UMTS,334,20,41010,125216891,0,-98.969307,19.383728,3093,20,1,1369513833,1396214382,0
1243585,UMTS,334,20,11009,66126137,0,-98.955917358398,19.357223510742,1000,2,1,1369200080,1369200080,0
1243586,UMTS,334,20,11009,66141830,0,-98.98570699999999,19.356695000000002,1000,13,1,1369216661,1369216661,0
1243587,UMTS,334,20,11009,66126202,0,-98.988288,19.357224,1000,7,1,1369216541,1369216541,0
1243588,UMTS,334,20,11009,66136202,0,-98.988876342773,19.357223510742,1000,1,1,1369200476,1369200476,0
1243589,UMTS,334,20,11009,66181780,0,-98.990707,19.361342999999998,1000,3,1,1369513833,1371387829,0
1243590,UMTS,334,20,11009,66151780,0,-98.990936,19.360362,1000,14,1,1369513838,1397922234,0
1243591,UMTS,334,20,11009,66175862,0,-98.999863,19.35997,1000,2,1,1369513839,1408433823,0
1243592,GSM,334,20,21010,16056,0,-99.061660766602,19.399795532227,1000,1,1,1369201569,1369201569,0
1243593,UMTS,334,20,31010,197283810,0,-99.089928,19.408035,1000,12,1,1369513839,1414452306,0
1243594,UMTS,334,20,31010,197293810,0,-99.093918,19.410139,1000,47,1,1369513839,1414452306,0
1243595,UMTS,334,20,31010,197278023,0,-99.113455,19.41019,2802,116,1,1369513839,1414451708,0
1243596,UMTS,334,20,31010,66080612,0,-99.116592407227,19.409408569335998,1000,1,1,1369202897,1369202897,0
1243597,UMTS,334,20,11008,66080612,0,-99.118309,19.408379,1000,4,1,1369215543,1369215543,0
1243598,UMTS,334,20,11008,66100550,0,-99.126549,19.409409,1000,8,1,1369513839,1408433799,0
1243599,UMTS,334,20,21005,131405995,0,-99.159576,19.407898,1000,10,1,1369513844,1408558921,0
1243600,UMTS,334,20,21005,131439947,0,-99.164461,19.40555,1000,21,1,1369513844,1416997066,0
1243601,UMTS,334,20,21005,131429947,0,-99.168228,19.407211,1000,5,1,1369513844,1408433799,0
1243602,UMTS,334,20,12011,131807698,0,-99.1707,19.405563,1000,5,1,1369513844,1377953335,0
1243603,UMTS,334,20,12011,131827698,0,-99.174042,19.405289,1000,12,1,1369513844,1408433799,0
1243604,UMTS,334,20,12011,131797716,0,-99.176625,19.404308,1000,7,1,1369513844,1369600396,0
1243605,UMTS,334,20,12011,131833484,0,-99.167862,19.400406,1000,9,1,1369513845,1408433799,0
1243606,UMTS,334,20,12011,131803484,0,-99.165207,19.402267000000002,1000,5,1,1369513845,1408433829,0
1243607,UMTS,334,20,31011,66110725,0,-99.13581848144501,19.403915405273,1000,1,1,1369215431,1369215431,0
1243608,UMTS,334,20,11008,66100725,0,-99.130096,19.403,1000,6,1,1369215483,1369215483,0
1243609,GSM,334,20,823,30246,0,-99.127229,19.387791,54144,31,1,1369513845,1491570319,0
1243610,UMTS,334,20,823,66070534,0,-99.122711,19.404656,1000,2,1,1369513845,1494331929,0
1243611,UMTS,334,20,11008,66070534,0,-99.121557,19.406662,1000,13,1,1369513845,1371956683,0
1243612,UMTS,334,20,31010,197308023,0,-99.113225,19.406139000000003,1000,42,1,1369513845,1416007326,0
1243613,UMTS,334,20,31010,197299175,0,-99.094619750977,19.409408569335998,1000,1,1,1369215674,1369215674,0
1243614,GSM,334,20,21010,16060,0,-99.078140258789,19.406661987305,1000,1,1,1369215818,1369215818,0
1243615,GSM,334,20,1012,16060,0,-99.079709,19.393738,2736,1567,1,1369513845,1471963386,0
1243616,GSM,334,20,1012,20173,0,-99.078140258789,19.406661987305,1000,1,1,1369215838,1369215838,0
1243617,GSM,334,20,1012,25182,0,-99.073494,19.4129,18886,3324,1,1369513845,1489339063,0
1243618,GSM,334,20,1012,30185,0,-99.072647094727,19.406661987305,1000,1,1,1369216015,1369216015,0
1243619,UMTS,334,20,41010,125199714,0,-99.001602,19.360977,1000,15,1,1369513845,1409071845,0
1243620,UMTS,334,20,11009,66155862,0,-98.998032,19.358597,1000,3,1,1369216451,1369216451,0
1243621,UMTS,334,20,911,66155865,0,-98.986129760742,19.357223510742,1000,1,1,1369216590,1369216590,0
1243622,UMTS,334,20,11009,66161826,0,-98.986129760742,19.357223510742,1000,1,1,1369216613,1369216613,0
1243623,GSM,334,20,5622,20117,0,-98.893722,19.458892000000002,8556,31,1,1369513877,1465561454,0
1243624,GSM,334,20,1022,36369,0,-98.912662,19.419069,4353,3384,1,1369513877,1479439298,0
1243625,GSM,334,20,1022,30318,0,-98.938751,19.405289,1208,4,1,1369513877,1434675279,0
1244373,UMTS,334,20,31077,201679847,0,-86.774664,21.078198999999998,1000,17,1,1369616872,1399243856,0
1244903,UMTS,334,20,42046,265206690,0,-90.56667900000001,19.824045,4606,14,1,1369656535,1415718293,0
1244904,UMTS,334,20,42046,265186690,0,-90.563735961914,19.82551574707,1000,3,1,1369656535,1379597052,0
1244951,GSM,334,20,5923,21114,0,-98.231875,19.002261999999998,1000,160,1,1369661414,1442172583,0
1245588,GSM,334,20,7923,15747,0,-115.377182,32.610214,2916,60,1,1369714115,1470231028,0
1245589,GSM,334,20,7923,31609,0,-115.37876499999999,32.608109000000006,1115,109,1,1369714176,1470230659,0
1245766,UMTS,334,20,21079,136300953,0,-115.377839,32.608808,1000,45,1,1369720081,1506129462,0
1245767,UMTS,334,20,21079,136301397,0,-115.36468500000001,32.606193,1153,38,1,1369720086,1487955025,0
1245774,UMTS,334,20,21079,136281397,0,-115.36398799999999,32.606069,2744,56,1,1369720152,1492540200,0
1245776,UMTS,334,20,21079,136269778,0,-115.37835600000001,32.610649,8979,38,1,1369720480,1492540200,0
1245777,UMTS,334,20,21079,136289778,0,-115.37635800000001,32.610221,1876,26,1,1369720566,1485817776,0
1245784,UMTS,334,20,21079,136265091,0,-115.378555,32.609482,1000,10,1,1369721978,1474837728,0
1245785,UMTS,334,20,21079,136280953,0,-115.378169,32.608678999999995,1000,51,1,1369722076,1506132271,0
1245789,UMTS,334,20,21079,136255091,0,-115.377206,32.608927,1230,10,1,1369722243,1492540200,0
1245795,UMTS,334,20,21079,136267626,0,-115.37818899999999,32.607651000000004,1000,3,1,1369722491,1438189626,0
1245796,UMTS,334,20,21079,136257626,0,-115.380352,32.60496,1000,9,1,1369722496,1506035538,0
1245800,UMTS,334,20,42046,265187575,0,-90.541608,19.83922,2771,97,1,1369687959,1369687959,0
1245801,UMTS,334,20,42046,265207575,0,-90.54167199999999,19.839264,1000,90,1,1369686375,1369686375,0
1245803,UMTS,334,20,42046,265171048,0,-90.543137,19.837875,1000,2,1,1369722634,1373658617,0
1245804,UMTS,334,20,21046,134144519,0,-90.537221,19.84115,1000,13,1,1369692124,1369692124,0
1245805,UMTS,334,20,42046,265161048,0,-90.537643432617,19.840621948242,1000,1,1,1369667879,1369667879,0
1245806,UMTS,334,20,42046,134144519,0,-90.536957,19.840622,1000,2,1,1369686371,1369686371,0
1245807,UMTS,334,20,21046,134124519,0,-90.536728,19.840622,1000,6,1,1369687893,1369687893,0
1245808,UMTS,334,20,21046,134114519,0,-90.53627,19.838791,1000,3,1,1369668105,1369668105,0
1245809,UMTS,334,20,21046,265161048,0,-90.537643432617,19.840621948242,1000,1,1,1369668130,1369668130,0
1245810,UMTS,334,20,42046,265191047,0,-90.536270141602,19.840621948242,1000,10,1,1369691911,1369691911,0
1245811,UMTS,334,20,42046,265211047,0,-90.536270141602,19.840621948242,1000,6,1,1369691903,1369691903,0
1245812,UMTS,334,20,42046,265183668,0,-90.536270141602,19.840621948242,1000,3,1,1369687435,1369687435,0
1245813,UMTS,334,20,42046,265186695,0,-90.536270141602,19.840621948242,1000,2,1,1369686594,1369686594,0
1245814,UMTS,334,20,42046,265216695,0,-90.533867,19.847145,1062,4,1,1369722634,1379804134,0
1245815,UMTS,334,20,42046,265190319,0,-90.534897,19.833298000000003,1654,3,1,1369722634,1375451830,0
1245816,UMTS,334,20,42046,265177579,0,-90.538774,19.826485,1594,17,1,1369722634,1384803931,0
1245817,UMTS,334,20,42046,265210319,0,-90.536270141602,19.840621948242,1000,1,1,1369687832,1369687832,0
1245818,UMTS,334,20,42046,265187488,0,-90.536270141602,19.840621948242,1000,1,1,1369687842,1369687842,0
1245819,UMTS,334,20,42046,265207488,0,-90.536270141602,19.840621948242,1000,1,1,1369687845,1369687845,0
1245820,UMTS,334,20,42046,265196695,0,-90.536270141602,19.840621948242,1000,1,1,1369687875,1369687875,0
1245821,UMTS,334,20,21046,265196695,0,-90.536270141602,19.840621948242,1000,1,1,1369687902,1369687902,0
1245822,UMTS,334,20,21046,265191047,0,-90.536270141602,19.840621948242,1000,2,1,1369687952,1369687952,0
1245824,UMTS,334,20,42046,265213668,0,-90.534897,19.845428,1000,2,1,1369722660,1382671440,0
1247064,UMTS,334,20,11058,69344095,0,-100.37315368652,20.61653137207,1000,2,1,1369783652,1369783652,0
1247076,UMTS,334,20,11035,67881319,0,-101.02409362793001,22.182083129882997,1000,5,1,1369724569,1369724569,0
1247077,UMTS,334,20,11035,67861319,0,-101.02409362793001,22.182083129882997,1000,1,1,1369784397,1369784397,0
1247260,GSM,334,3,2003,22993,0,-116.61863799999999,31.879990000000003,1994,5,1,1369827254,1489847632,0
1248460,UMTS,334,20,31077,201683112,0,-86.76075,21.131516,1000,4,1,1369857869,1369858350,0
1248461,UMTS,334,20,31077,201658777,0,-86.761093139648,21.13151550293,1000,4,1,1369838880,1369838880,0
1248462,UMTS,334,20,31077,201696723,0,-86.761093139648,21.13151550293,1000,1,1,1369838006,1369838006,0
1248590,GSM,334,20,2531,35851,0,-101.06501800000001,19.746507,3478,15,1,1369873134,1380214003,0
1248606,UMTS,334,20,11033,67755745,0,-101.67881,21.09375,1000,4,1,1369859814,1369859814,0
1249707,UMTS,334,20,31077,201668777,0,-86.761093139648,21.13151550293,1000,1,1,1369838066,1369838066,0
1249708,UMTS,334,20,31077,201676723,0,-86.761093139648,21.13151550293,1000,1,1,1369838100,1369838100,0
1249709,UMTS,334,20,31077,201703112,0,-86.753148,21.132595000000002,1000,14,1,1369858363,1369858363,0
1249710,GSM,334,20,7711,2454,0,-86.76178,21.120529,1224,2,1,1369949527,1432969806,0
1249711,UMTS,334,20,31077,201696720,0,-86.75102199999999,21.129227,1000,6,1,1369840395,1369840395,0
1249712,UMTS,334,20,31077,201666722,0,-86.7683,21.129803,10735,8,1,1369949527,1427266809,0
1249713,UMTS,334,20,31077,201676722,0,-86.755599975586,21.12190246582,1000,2,1,1369840446,1369840446,0
1249714,UMTS,334,20,31077,201664442,0,-86.756287,21.120529,1000,2,1,1369840459,1369840459,0
1249715,UMTS,334,20,31077,201666723,0,-86.758347,21.116304,1000,13,1,1369840555,1369840555,0
1249716,UMTS,334,20,31077,201696725,0,-86.763153,21.108994,1000,10,1,1369949528,1442848452,0
1249717,UMTS,334,20,31077,201686726,0,-86.76615699999999,21.105079999999997,2351,16,1,1369949528,1440503201,0
1249718,UMTS,334,20,31077,201706726,0,-86.758548,21.115706,2440,82,1,1369949528,1437686535,0
1249719,UMTS,334,20,31077,201703229,0,-86.76693,21.099757999999998,1000,8,1,1369949528,1424081660,0
1249720,UMTS,334,20,31077,201696727,0,-86.771622,21.089401000000002,1000,3,1,1369949528,1425653292,0
1249721,UMTS,334,20,31077,201658972,0,-86.773453,21.086884,1000,4,1,1369841490,1369841490,0
1249722,UMTS,334,20,31077,201656729,0,-86.775513,21.081848,1000,6,1,1369949528,1421286100,0
1249723,UMTS,334,20,31077,201706729,0,-86.77711500000001,21.077042000000002,1000,3,1,1369949528,1421286100,0
1249724,UMTS,334,20,31077,201654790,0,-86.778717,21.07338,1000,6,1,1369949528,1421286100,0
1249725,UMTS,334,20,31077,201704790,0,-86.780167,21.069107000000002,1000,9,1,1369949528,1424778100,0
1249726,UMTS,334,20,31077,201684790,0,-86.773237,21.084462,2386,38,1,1369845185,1369845185,0
1249727,GSM,334,20,7711,22458,0,-86.780319213867,21.068344116210998,1000,2,1,1369841649,1369841649,0
1249728,UMTS,334,20,31077,201713112,0,-86.758072,21.134262,1000,10,1,1369858443,1369858443,0
1249729,UMTS,334,20,31077,201663112,0,-86.75285339355499,21.135635375977,1000,1,1,1369858452,1369858452,0
1249730,UMTS,334,20,31077,201686719,0,-86.75381800000001,21.125496,1853,47,1,1369949528,1440114928,0
1249731,UMTS,334,20,31077,201676725,0,-86.76200899999999,21.110916,1000,3,1,1369949528,1442332072,0
1249732,UMTS,334,20,31077,201703076,0,-86.745987,21.135178,1000,3,1,1369859344,1369859344,0
1249733,UMTS,334,20,31077,201696719,0,-86.750107,21.134949,1000,2,1,1369949533,1442272019,0
1249734,UMTS,334,20,31077,201666720,0,-86.749191,21.137466,1000,3,1,1369859380,1369859380,0
1249735,UMTS,334,20,31077,201656719,0,-86.754761,21.136093,1000,18,1,1369949533,1429913206,0
1249736,UMTS,334,20,31077,201693112,0,-86.761093139648,21.135635375977,1000,3,1,1369859489,1369859489,0
1249737,UMTS,334,20,31077,201666718,0,-86.761093139648,21.135635375977,1000,3,1,1369859690,1369859690,0
1249738,UMTS,334,20,31077,201656718,0,-86.764526,21.136093,1000,6,1,1369859724,1369859724,0
1249739,UMTS,334,20,31077,201704193,0,-86.768875,21.138153,1000,6,1,1369859758,1369859758,0
1249740,UMTS,334,20,31077,201684193,0,-86.767548,21.137145999999998,1000,10,1,1369859815,1369859815,0
1249741,UMTS,334,20,31077,201676718,0,-86.75718499999999,21.13479,1000,13,1,1369859882,1369859882,0
1249742,UMTS,334,20,31077,201706719,0,-86.760635,21.137009,1643,3,1,1369949533,1442272019,0
1250927,GSM,334,1,22,36531,0,-99.047928,19.625265,1000,11,1,1369989137,1369989137,0
1250928,GSM,334,1,22,39003,0,-99.047928,19.625377,1000,19,1,1369992319,1369992319,0
1250929,GSM,334,1,22,2001,0,-99.047928,19.625626,1000,9,1,1370003940,1370003940,0
1251120,UMTS,334,20,11106,72524153,0,-96.126471,19.164220999999998,1000,50,1,1370055838,1428938882,0
1251121,UMTS,334,20,11106,72504153,0,-96.12648,19.164734,1000,12,1,1370055839,1380383025,0
1251122,UMTS,334,20,11106,72524168,0,-96.140670776367,19.191055297852,1000,3,1,1368613595,1368613595,0
1251123,UMTS,334,20,11106,72514180,0,-96.139297,19.189510000000002,1000,16,1,1370055839,1374838092,0
1251124,UMTS,334,20,11106,72514178,0,-96.140670776367,19.191055297852,1000,2,1,1368613543,1368613543,0
1251125,UMTS,334,20,11106,72534178,0,-96.141357,19.191055,1000,8,1,1368613893,1368613893,0
1251126,UMTS,334,20,11106,72504168,0,-96.13955899999999,19.186739000000003,1000,21,1,1368613998,1368613998,0
1251127,UMTS,334,20,11106,72484175,0,-96.134738,19.17551,1000,25,1,1370055839,1429481722,0
1251128,UMTS,334,20,11106,72537154,0,-96.135178,19.183121,1000,9,1,1370055839,1424878077,0
1251129,UMTS,334,20,11106,72517154,0,-96.135086,19.181229000000002,1000,45,1,1370055839,1395490489,0
1251130,UMTS,334,20,11106,72524180,0,-96.136301,19.191305,1000,11,1,1370055839,1377894248,0
1251131,UMTS,334,20,11106,72504180,0,-96.135521,19.187164000000003,1000,12,1,1370055839,1374838107,0
1251132,UMTS,334,20,11106,72494180,0,-96.136093,19.191666,1000,9,1,1370055839,1373301628,0
1251133,UMTS,334,20,11106,72484180,0,-96.134628,19.194077,1000,5,1,1368615632,1368615632,0
1251134,UMTS,334,20,11106,72514728,0,-96.135178,19.19426,1000,3,1,1368615656,1368615656,0
1251135,UMTS,334,20,11106,72534728,0,-96.135483,19.195938,1000,9,1,1368615705,1368615705,0
1251136,UMTS,334,20,11106,72529636,0,-96.136551,19.197006,1000,3,1,1368615720,1368615720,0
1251137,UMTS,334,20,11106,72489636,0,-96.137314,19.198227,1000,9,1,1368615842,1368615842,0
1251138,UMTS,334,20,11106,72499636,0,-96.137924194336,19.199295043945,1000,10,1,1368616031,1368616031,0
1251139,UMTS,334,20,11106,72504155,0,-96.139297,19.200256,1000,10,1,1368618117,1368618117,0
1251140,UMTS,334,20,11106,72524155,0,-96.13824100000001,19.200193,1000,26,1,1370055844,1375283200,0
1251141,UMTS,334,20,11106,72534155,0,-96.140396,19.200027,1000,15,1,1368618050,1368618050,0
1251142,UMTS,334,20,11106,72514155,0,-96.140670776367,19.200668334960998,1000,7,1,1368617394,1368617394,0
1251143,UMTS,334,20,3133,203576133,0,-96.099472045898,19.104537963867,1000,1,1,1368993527,1368993527,0
1251144,UMTS,334,20,31106,203576133,0,-96.103983,19.101766,1000,214,1,1370055844,1399666784,0
1251145,UMTS,334,20,31106,203611665,0,-96.099472045898,19.104537963867,1000,1,1,1368994079,1368994079,0
1251146,UMTS,334,20,31106,203591665,0,-96.099472045898,19.104537963867,1000,1,1,1368994762,1368994762,0
1251147,UMTS,334,20,31106,203569920,0,-96.099472045898,19.104537963867,1000,2,1,1368994829,1368994829,0
1251148,UMTS,334,20,31106,203596133,0,-96.10465699999999,19.103005,2003,129,1,1370055844,1396713873,0
1251149,UMTS,334,20,21106,138077282,0,-96.388039,18.829669,2242,78,1,1370055844,1380355959,0
1251625,UMTS,334,20,21023,132595494,0,-103.368329,20.696182,1000,50,1,1369647707,1369647707,0
1251626,UMTS,334,20,21023,132583794,0,-103.393411,20.686773000000002,1851,81,1,1370098739,1408433946,0
1251627,UMTS,334,20,21023,132633803,0,-103.408017,20.684976000000002,1000,50,1,1369643408,1369643408,0
1251628,UMTS,334,20,11021,66968796,0,-103.280842,20.299920999999998,1573,175,1,1369578578,1369578578,0
1251629,UMTS,334,20,11021,66948796,0,-103.27673,20.29972,1000,200,1,1369578304,1369578304,0
1251630,UMTS,334,20,11021,66928796,0,-103.25431800000001,20.299407000000002,1000,13,1,1369584311,1369584311,0
1251631,UMTS,334,20,11021,66943528,0,-103.248734,20.298477,1000,15,1,1369585479,1369585479,0
1251632,UMTS,334,20,11021,66963314,0,-103.223694,20.304245,1000,10,1,1369585658,1369585658,0
1251633,UMTS,334,20,11021,66923314,0,-103.213532,20.307541,1000,10,1,1369585722,1369585722,0
1251634,UMTS,334,20,11021,66933527,0,-103.20076,20.312347,1000,14,1,1369585785,1369585785,0
1251635,UMTS,334,20,11021,66931579,0,-103.19389343261999,20.314407348633,1000,3,1,1369585801,1369585801,0
1251636,UMTS,334,20,11021,66921579,0,-103.196812,20.319042,1000,8,1,1369585858,1369585858,0
1251637,UMTS,334,20,11021,66913527,0,-103.191215,20.345204000000003,3345,40,1,1369586217,1369586217,0
1251638,UMTS,334,20,11021,66953527,0,-103.19327,20.323272,2821,11,1,1370098751,1375442713,0
1251639,UMTS,334,20,11021,66915770,0,-103.18428,20.328484,1000,4,1,1369585952,1369585952,0
1251640,UMTS,334,20,11021,66963527,0,-103.183594,20.331573000000002,1000,4,1,1369585969,1369585969,0
1251641,UMTS,334,20,11021,66964076,0,-103.20488,20.36467,1298,15,1,1369586239,1369586239,0
1251642,UMTS,334,20,11021,66953529,0,-103.218521,20.38179,1017,15,1,1369586320,1369586320,0
1251643,UMTS,334,20,11021,66943529,0,-103.228288,20.402985,1421,22,1,1369586440,1369586440,0
1251644,UMTS,334,20,11021,66954197,0,-103.236723,20.422639999999998,1027,16,1,1369586524,1369586524,0
1251645,UMTS,334,20,11021,66914197,0,-103.235609,20.446244,7032,8,1,1370098751,1383057973,0
1251646,UMTS,334,20,11021,66964197,0,-103.243675,20.43869,1000,4,1,1369586566,1369586566,0
1251647,UMTS,334,20,11021,66952960,0,-103.241747,20.444447,1000,13,1,1370098751,1373909910,0
1251648,UMTS,334,20,11021,66912960,0,-103.249414,20.452717,1000,7,1,1369586635,1369586635,0
1251649,UMTS,334,20,11021,66949807,0,-103.252487,20.458603,1000,3,1,1369586651,1369586651,0
1251650,UMTS,334,20,11021,66969807,0,-103.257439,20.465719,1000,11,1,1369586709,1369586709,0
1251651,UMTS,334,20,11021,66939029,0,-103.265697,20.478614,1000,7,1,1369586765,1369586765,0
1251652,UMTS,334,20,11021,66929029,0,-103.268463,20.487579999999998,3225,10,1,1369586815,1369586815,0
1251653,UMTS,334,20,11021,66933007,0,-103.27687900000001,20.497055,1000,7,1,1369586850,1369586850,0
1251654,UMTS,334,20,11021,66913007,0,-103.27729000000001,20.503672,1000,11,1,1369586881,1369586881,0
1251655,UMTS,334,20,11021,66914207,0,-103.287414,20.518959,1350,20,1,1369586989,1369586989,0
1251656,UMTS,334,20,11021,66963005,0,-103.295242,20.535507,1000,10,1,1369587047,1369587047,0
1251657,UMTS,334,20,11021,66952412,0,-103.299848,20.544802999999998,1664,13,1,1369587115,1369587115,0
1251658,UMTS,334,20,11021,66952938,0,-103.2982635498,20.541000366210998,1000,1,1,1369587048,1369587048,0
1251659,UMTS,334,20,11021,66912938,0,-103.301468,20.547867,1000,3,1,1369587085,1369587085,0
1251660,UMTS,334,20,11021,66962412,0,-103.318037,20.567094,5087,10,1,1370098752,1376313762,0
1251661,UMTS,334,20,11021,66971571,0,-103.308392,20.563488,1000,8,1,1370098752,1371830764,0
1251662,UMTS,334,20,11021,66952940,0,-103.311539,20.569839,1000,3,1,1369587196,1369587196,0
1251663,UMTS,334,20,11021,66962940,0,-103.314743,20.576248,1000,9,1,1370098752,1378930430,0
1251664,UMTS,334,20,11021,66964208,0,-103.316478,20.579235999999998,1173,19,1,1370098752,1402829794,0
1251665,UMTS,334,20,11021,66952946,0,-103.32270799999999,20.580826000000002,1000,15,1,1370098752,1378930559,0
1251666,UMTS,334,20,11021,66912946,0,-103.321152,20.589432000000002,1000,15,1,1370098752,1402829748,0
1251667,UMTS,334,20,11021,66945245,0,-103.323441,20.595016,1000,3,1,1369587319,1369587319,0
1251668,UMTS,334,20,11021,66935245,0,-103.324081,20.598404000000002,1000,5,1,1369587344,1369587344,0
1251669,UMTS,334,20,11021,66915245,0,-103.323357,20.600676,1000,11,1,1370098752,1402829679,0
1251670,UMTS,334,20,11021,66955236,0,-103.31920699999999,20.595675,2029,16,1,1370098752,1405499746,0
1251671,UMTS,334,20,11021,66945236,0,-103.31611600000001,20.609389999999998,1000,5,1,1369587425,1369587425,0
1251672,UMTS,334,20,11021,66935236,0,-103.316879,20.604172,3004,9,1,1370098758,1405500086,0
1251673,UMTS,334,20,11021,66944211,0,-103.32106,20.615982000000002,1000,5,1,1369587463,1369587463,0
1251674,UMTS,334,20,11021,66912939,0,-103.322754,20.621567000000002,1000,12,1,1370098758,1402829572,0
1251675,UMTS,334,20,11021,66946840,0,-103.32463100000001,20.624771,1000,5,1,1369587537,1369587537,0
1251676,UMTS,334,20,11021,66922939,0,-103.327022,20.625498,1000,17,1,1370098758,1412866284,0
1251677,UMTS,334,20,11021,66952949,0,-103.330536,20.626831,1000,14,1,1370098758,1402829480,0
1251678,UMTS,334,20,11021,66962949,0,-103.335724,20.630722,1000,18,1,1370098758,1406503447,0
1251679,UMTS,334,20,11021,66928444,0,-103.35060899999999,20.641503,1668,60,1,1370098758,1412869043,0
1251680,UMTS,334,20,11021,66968444,0,-103.3492,20.638005,2666,11,1,1370098758,1408433946,0
1251681,UMTS,334,20,11021,66952951,0,-103.347473,20.639877,1000,6,1,1370098758,1402829365,0
1251682,UMTS,334,20,11021,66912951,0,-103.351364,20.642125,1000,33,1,1370098758,1412945386,0
1251683,UMTS,334,20,11021,66963299,0,-103.357315,20.64537,1000,7,1,1370098758,1408433946,0
1251684,UMTS,334,20,11021,66958432,0,-103.36069499999999,20.648117000000003,1000,13,1,1370098758,1414691498,0
1251685,UMTS,334,20,11021,66918432,0,-103.364221,20.649137,1000,35,1,1370098758,1418239277,0
1251686,UMTS,334,20,11021,66953280,0,-103.368537,20.648823,1004,35,1,1370098758,1408433829,0
1251687,UMTS,334,20,11021,66962995,0,-103.358688,20.656357,1000,10,1,1370098758,1394762481,0
1251688,UMTS,334,20,11023,67047418,0,-103.363152,20.654243,1239,76,1,1370098758,1408433844,0
1251689,UMTS,334,20,11021,67047418,0,-103.360519,20.657729999999997,1000,3,1,1370098758,1408433844,0
1251690,UMTS,334,20,11021,67099533,0,-103.35731506348,20.66047668457,1000,1,1,1369587968,1369587968,0
1251691,UMTS,334,20,11023,67099533,0,-103.35668199999999,20.659247,1000,115,1,1370098758,1408433829,0
1251692,GSM,334,20,2331,30707,0,-103.357315,20.662831,1337,7,1,1370098758,1415987302,0
1251693,UMTS,334,20,11023,67099480,0,-103.36332900000001,20.667994,1000,95,1,1370098758,1412509421,0
1251694,UMTS,334,20,21023,67099480,0,-103.36418151855,20.671463012695,1000,2,1,1369588273,1369588273,0
1251695,UMTS,334,20,21023,132586899,0,-103.36614300000001,20.670809,1000,21,1,1370098758,1409869807,0
1251696,UMTS,334,20,21023,132579501,0,-103.373413,20.674744,1000,18,1,1370098758,1378501059,0
1251697,UMTS,334,20,21023,132615488,0,-103.373108,20.679188,1000,8,1,1370098759,1412521251,0
1251698,UMTS,334,20,21023,132600037,0,-103.373795,20.681860999999998,1000,7,1,1369588613,1369588613,0
1251699,UMTS,334,20,21023,132635494,0,-103.373795,20.690689000000003,1000,6,1,1369588688,1369588688,0
1251700,UMTS,334,20,21023,132585477,0,-103.376266,20.703873,1000,10,1,1369588795,1369588795,0
