,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
799,GSM,334,3,9001,39302,0,-99.286181,19.360594,1388,55,1,1290096245,1479229986,0
802,GSM,334,3,9001,30063,0,-99.28783,19.360245000000003,1112,120,1,1290096932,1479229986,0
803,UMTS,334,3,9501,59050517,0,-99.288646,19.359382,1000,7,1,1290146250,1377202452,0
804,UMTS,334,3,9501,59050518,0,-99.289627,19.356537,1000,2,1,1290146251,1377202331,0
805,GSM,334,3,9001,2581,0,-99.287188,19.36036,8844,67,1,1290146957,1479229986,0
90124,GSM,334,3,28016,33131,0,-97.844925,22.224067,1000,7,1,1459692333,1490483026,0
90244,GSM,334,20,2541,9693,0,-102.05406188965,20.295181274414002,1000,1,1,1459772185,1459772185,0
206699,GSM,334,20,5951,11494,0,-98.199234008789,19.057846069335998,1000,1,1,1459776327,1459776327,0
206701,GSM,334,20,5951,36908,0,-98.206100463867,19.048233032227,1000,1,1,1459776322,1459776322,0
206721,GSM,334,50,20043,9233,0,-99.32121276855499,19.416275024414002,1000,1,1,1459810767,1459810767,0
296603,GSM,334,3,28016,33133,0,-97.84853000000001,22.218132,1000,8,1,1459692333,1488811964,0
296965,GSM,334,50,20043,1694,0,-99.328079223633,19.421768188477,1000,1,1,1459810767,1459810767,0
418742,GSM,334,20,5951,21097,0,-98.196487426758,19.061965942383,1000,3,1,1459814328,1482101987,0
418768,GSM,334,50,20048,7161,0,-99.326705932617,19.420394897460998,1000,1,1,1459810767,1459810767,0
636482,UMTS,334,20,11029,67484812,0,-96.721001,17.083569,1000,24,1,1337971059,1337971059,0
636483,UMTS,334,20,11029,67467978,0,-96.71745300293001,17.067947387695,1000,1,1,1337971961,1337971961,0
636484,UMTS,334,20,11029,67448595,0,-96.718826,17.063141,1000,6,1,1337972123,1337972123,0
636485,UMTS,334,20,11029,67469559,0,-96.71882629394501,17.062454223633,1000,5,1,1337972122,1337972122,0
636486,UMTS,334,20,11029,67458595,0,-96.719284,17.061539,1000,6,1,1337972198,1337972198,0
636487,UMTS,334,20,11029,67468800,0,-96.718876,17.066673,2153,166,1,1338264215,1382035095,0
636488,UMTS,334,20,11029,67449560,0,-96.7202,17.052841,1000,2,1,1338264215,1408433799,0
636489,UMTS,334,20,11029,67469560,0,-96.728135,17.038225,2352,140,1,1338264215,1408433799,0
636490,UMTS,334,20,11029,67461083,0,-96.72981300000001,17.016983,1000,9,1,1338244360,1338244360,0
636491,UMTS,334,20,11029,67481083,0,-96.736046,17.018046,1000,178,1,1338264219,1360110004,0
685462,UMTS,334,20,21004,131339073,0,-99.274458,19.507224,1000,22,1,1341585104,1341585104,0
685475,UMTS,334,20,21004,131349073,0,-99.27555100000001,19.506569,1000,8,1,1341605007,1362165851,0
685668,UMTS,334,20,11019,66832561,0,-103.717117,19.238876,1017,45,1,1341637539,1412275825,0
685669,UMTS,334,20,11019,66822561,0,-103.718436,19.236609,1000,76,1,1341637539,1412369000,0
685670,UMTS,334,20,11019,66822555,0,-103.71178,19.244121,3111,53,1,1341637539,1416326031,0
685671,UMTS,334,20,11019,66828694,0,-103.71925999999999,19.237911999999998,1000,50,1,1341637539,1412369017,0
685672,UMTS,334,20,11019,66827734,0,-103.723658,19.242007,1000,59,1,1341637539,1419346356,0
685673,UMTS,334,20,11019,66788694,0,-103.722368,19.237343,1000,34,1,1341637539,1419346026,0
685674,UMTS,334,20,11019,66822564,0,-103.72420100000001,19.244685999999998,1000,19,1,1341637539,1412164423,0
685675,UMTS,334,20,11019,66782564,0,-103.718491,19.244064,1000,5,1,1341637539,1412163863,0
686374,UMTS,334,20,11034,67811175,0,-100.45143127441,20.635757446289002,1000,1,1,1341787428,1341787428,0
686540,UMTS,334,20,11034,67791175,0,-100.45143127441,20.635757446289002,1000,8,1,1341796328,1341796328,0
689300,UMTS,334,20,31023,198126064,0,-103.43971252441,20.764846801758,1000,3,1,1341952720,1341952720,0
691128,GSM,334,20,7921,21628,0,-115.50819396973,32.660293579102,1000,1,1,1342056754,1342056754,0
693102,GSM,334,20,423,35506,0,-99.12149699999999,19.520449,1000,7,1,1342236393,1472682461,0
693235,UMTS,334,20,21002,131203704,0,-99.037113,19.28591,1000,56,1,1342271285,1407412056,0
693328,UMTS,334,20,21012,131883615,0,-99.648056030273,19.313278198242,1000,7,1,1342281463,1342376269,0
693508,GSM,334,20,4432,35774,0,-116.971029,32.42857,1160,3,1,1342290356,1506642396,0
693509,UMTS,334,20,11044,68461821,0,-116.982323,32.43272,1642,7,1,1342290356,1383569496,0
693510,UMTS,334,20,11044,68424138,0,-116.913252,32.409614000000005,5771,109,1,1342270770,1342270770,0
693605,UMTS,334,20,21012,131903615,0,-99.645309,19.316025,1000,3,1,1342318836,1371751103,0
693606,UMTS,334,20,21012,131909614,0,-99.647141,19.324265,1225,3,1,1342318836,1370893018,0
694323,UMTS,334,3,21501,137788335,0,-98.27751159668001,19.103164672852,1000,1,1,1342367275,1342367275,0
694387,UMTS,334,3,8501,52524552,0,-106.45389899999999,31.649427000000003,1000,22,1,1342411382,1482576404,0
694388,UMTS,334,3,8501,52524551,0,-106.453078,31.650821999999998,1000,94,1,1342411382,1482287285,0
695878,UMTS,334,20,21094,137291281,0,-92.11418151855499,16.216506958008,1000,4,1,1342464243,1342464243,0
695879,UMTS,334,20,21094,137276134,0,-92.11418151855499,16.216506958008,1000,2,1,1342464229,1342464229,0
696990,UMTS,334,20,11020,66881398,0,-103.28453063965,20.653610229492,1000,4,1,1341610414,1341610414,0
697269,UMTS,334,20,11073,70323710,0,-100.51597595215,28.696975708007997,1000,3,1,1341980702,1341980702,0
697270,UMTS,334,20,11073,70326876,0,-100.515633,28.696976,1000,12,1,1342093890,1342093890,0
697271,UMTS,334,20,11073,70336876,0,-100.51518100000001,28.696976,1000,19,1,1342093046,1342093046,0
697272,UMTS,334,20,11073,70333710,0,-100.515427,28.697433,1015,15,1,1342562250,1378032189,0
697273,UMTS,334,20,11073,70350654,0,-100.53094499999999,28.678435999999998,1000,20,1,1342562250,1376779917,0
697274,UMTS,334,20,11073,70343713,0,-100.536575,28.679671999999997,1389,5,1,1342562250,1377707324,0
697275,UMTS,334,20,11073,70370654,0,-100.537949,28.678513,1000,18,1,1341988265,1341988265,0
697276,UMTS,334,20,11073,70363713,0,-100.54555500000001,28.679122999999997,1000,13,1,1342562250,1375262543,0
697277,UMTS,334,20,11073,70373713,0,-100.549316,28.680878000000003,1000,36,1,1342562250,1367159403,0
697278,UMTS,334,20,11073,70323715,0,-100.547974,28.674865999999998,1000,10,1,1341991777,1341991777,0
697279,UMTS,334,20,11073,70373715,0,-100.55578100000001,28.691921999999998,3945,191,1,1341990498,1341990498,0
697280,UMTS,334,20,11073,70326856,0,-100.569992,28.675919,1000,3,1,1341988809,1341988809,0
697281,UMTS,334,20,11073,70323708,0,-100.53089399999999,28.697234,2959,181,1,1341991769,1341991769,0
697282,UMTS,334,20,11073,70321340,0,-100.526849,28.684894,5075,84,1,1342562276,1366596487,0
697283,UMTS,334,20,11073,70366877,0,-100.57914733886999,28.206710815429997,1000,13,1,1342285280,1342285280,0
697284,UMTS,334,20,11073,70346877,0,-100.57914733886999,28.206710815429997,1000,8,1,1342250100,1342250100,0
697285,UMTS,334,20,11073,70334862,0,-100.57914733886999,28.206710815429997,1000,8,1,1342286685,1342286685,0
697286,UMTS,334,20,11073,70324862,0,-100.57914733886999,28.206710815429997,1000,7,1,1342459762,1342459762,0
697287,UMTS,334,20,11073,70368173,0,-100.57914733886999,28.206710815429997,1000,1,1,1342230752,1342230752,0
697288,GSM,334,20,1327,26749,0,-100.603635,28.209239,12080,6,1,1342562281,1467870850,0
697458,UMTS,334,20,11079,70729110,0,-115.4093170166,32.568283081055,1000,2,1,1342560259,1342560259,0
699041,UMTS,334,20,21016,132171391,0,-100.22525300000001,25.750364,3687,73,1,1342656580,1372398458,0
701991,GSM,334,20,5031,11478,0,-110.937881,29.048538,1000,16,1,1342826932,1416055945,0
701995,GSM,334,3,30001,32561,0,-96.811464,19.488718,12415,48,1,1342830040,1479751078,0
702002,GSM,334,20,4034,22780,0,-103.39027404785,25.526046752929997,1000,4,1,1342813008,1342813008,0
702003,GSM,334,20,4034,12793,0,-103.39027404785,25.526046752929997,1000,2,1,1342813018,1342813018,0
702152,UMTS,334,50,1012,3994636,0,-100.921782,22.157365,2313,2,1,1342849238,1446290119,0
702159,GSM,334,20,5033,32689,0,-111.023026,29.120407,1217,3,1,1342850426,1481929853,0
702536,UMTS,334,50,1033,5903173,0,-99.054794,19.56665,1000,8,1,1342928170,1372638191,0
702695,UMTS,334,50,1028,5334920,0,-92.253599,14.894962,3856,25,1,1342980992,1435862372,0
703723,UMTS,334,20,11000,65577051,0,-99.056167602539,18.887557983398,1000,2,1,1343029511,1343029511,0
703738,UMTS,334,20,11020,66879716,0,-103.281784,20.691719,1000,4,1,1343069515,1375590995,0
705030,UMTS,334,20,21010,131757530,0,-99.098739624023,19.368209838867,1000,1,1,1343132964,1343132964,0
705031,UMTS,334,20,21010,131777530,0,-99.098739624023,19.368209838867,1000,1,1,1343133006,1343133006,0
706436,UMTS,334,50,1033,5906743,0,-98.98365799999999,19.831008999999998,1000,5,1,1343295930,1440721305,0
751145,UMTS,334,3,19502,124616500,0,-100.195084,25.715560999999997,1000,3,1,1343474871,1343474871,0
766312,UMTS,334,20,41010,125173952,0,-98.97930600000001,19.390998,1260,32,1,1343577092,1343577092,0
766313,UMTS,334,20,41010,50594049,0,-98.986816,19.394645999999998,1000,4,1,1343577157,1343577157,0
766314,UMTS,334,20,41010,125183952,0,-98.98921999999999,19.395676,1000,8,1,1343596991,1370792668,0
766315,UMTS,334,20,21094,137286137,0,-92.466888,15.143967000000002,1000,6,1,1343577276,1343577276,0
782302,UMTS,334,20,41009,125113000,0,-99.17061899999999,19.32054,860,188,1,1343732292,1506065268,0
787764,UMTS,334,20,31006,197024324,0,-99.26655600000001,19.381943,1000,5,1,1343742000,1343742000,0
787765,GSM,334,20,921,14776,0,-99.171605,19.323901,1000,34,1,1343786180,1487531961,0
788686,GSM,334,20,921,29698,0,-99.172523,19.324265,1000,11,1,1343796379,1486669896,0
800558,GSM,334,3,9000,42243,0,-98.826916,19.254051999999998,4408,47,1,1343933867,1435006546,0
802225,UMTS,334,20,31018,197791748,0,-98.989334,21.996230999999998,1000,3,1,1343958267,1408433877,0
809519,UMTS,334,20,31009,197237860,0,-99.114703,19.318475,1000,213,1,1344058323,1406948693,0
817569,UMTS,334,20,11070,70175059,0,-106.42112731934,31.707229614257997,1000,30,1,1344183196,1344183196,0
824831,UMTS,334,20,11014,66481626,0,-100.9952545166,25.477981567382997,1000,1,1,1344449246,1344449246,0
826358,UMTS,334,20,21007,131562037,0,-98.766403198242,20.09880065918,1000,2,1,1344532001,1344532001,0
827985,UMTS,334,20,41001,124608115,0,-99.16877746581999,19.58381652832,1000,1,1,1344611775,1344611775,0
827991,GSM,334,20,2522,16571,0,-102.06092834473,19.428634643555,1000,2,1,1344612617,1344612617,0
828150,UMTS,334,20,11073,70333713,0,-100.532455,28.684616,1000,6,1,1344733177,1376779797,0
828292,UMTS,334,20,21042,133857400,0,-109.91203300000001,22.893143,1000,18,1,1344734866,1460594146,0
828293,UMTS,334,20,21042,133877400,0,-109.91203300000001,22.893198,1000,11,1,1344734866,1448211121,0
828998,GSM,334,1,26,36352,0,-99.042091,19.652485000000002,3931,4,1,1344836648,1365784764,0
842332,GSM,334,20,222,39850,0,-98.88670400000001,19.320145,1114,10,1,1344929259,1466206751,0
842333,GSM,334,20,222,10637,0,-98.87709,19.314926,1000,5,1,1344929259,1466206751,0
861817,GSM,334,1,271,33262,0,-101.71485899999999,21.11072,1000,7,1,1345122224,1345122224,0
863263,GSM,334,1,76,3592,0,-99.133973,19.388392,5765,2000,1,1345165818,1348590505,0
863264,GSM,334,1,55,451,0,-99.131513,19.386264,1000,252,1,1345165819,1348267444,0
864039,GSM,334,20,2521,10805,0,-101.084419,19.721152,7598,13,1,1345160136,1345160136,0
864387,UMTS,334,20,21059,134939729,0,-98.21037700000001,19.11368,1000,35,1,1345185484,1429465420,0
864388,UMTS,334,20,21059,134979729,0,-98.209009,19.108577,1552,17,1,1345185484,1410860378,0
866888,GSM,334,1,55,3593,0,-99.134484,19.388205,5273,2000,1,1345232625,1348267533,0
866889,GSM,334,1,76,1543,0,-99.134102,19.387211999999998,2199,555,1,1345232640,1348586914,0
867040,GSM,334,1,55,2862,0,-99.138736,19.387126000000002,5016,168,1,1345265457,1348268280,0
867041,GSM,334,1,55,2861,0,-99.135562,19.386945,1748,588,1,1345265467,1347287649,0
867044,UMTS,334,20,21049,134326980,0,-108.163376,25.364304,1000,9,1,1345266069,1374500198,0
867662,GSM,334,20,3021,41401,0,-98.12186899999999,19.298367000000002,1990,402,1,1345330626,1443465411,0
867667,GSM,334,20,3021,41400,0,-98.118514,19.294358,9530,18,1,1345331380,1432240630,0
867712,GSM,334,1,55,2801,0,-99.13062,19.387576,1000,98,1,1345350556,1348267833,0
867713,UMTS,334,20,11012,66337438,0,-99.533361,19.273891,3579,166,1,1345351104,1358360102,0
867769,UMTS,334,20,11030,67530519,0,-98.12447,19.298994,14946,102,1,1345384044,1357914456,0
867770,UMTS,334,20,11030,67524572,0,-98.123571,19.310336,10033,21,1,1345384051,1375583664,0
867953,UMTS,334,20,11019,66792567,0,-103.748016,19.262192000000002,1346,10,1,1345418087,1381889834,0
867993,UMTS,334,20,31011,197379386,0,-99.15973699999999,19.357224,1000,12,1,1345434003,1369144279,0
867996,UMTS,334,20,31011,197359386,0,-99.160537719727,19.357223510742,1000,12,1,1345434162,1364900950,0
884674,UMTS,334,20,21059,134945512,0,-98.189499,19.203666000000002,17908,11,1,1345500807,1377017442,0
884675,UMTS,334,20,11030,67544572,0,-98.125649,19.314423,4996,12,1,1345500807,1375582808,0
884676,UMTS,334,20,11030,67550526,0,-98.125076,19.300442999999998,3499,26,1,1345500807,1355974212,0
886235,UMTS,334,20,11056,69249480,0,-98.845596,19.674454,2388,3,1,1345508427,1367543996,0
886775,UMTS,334,20,11064,69763355,0,-94.432571,18.143508999999998,1000,15,1,1345511766,1361967972,0
887222,GSM,334,20,5942,14055,0,-97.29469300000001,18.373032000000002,1000,3,1,1345514246,1424390880,0
899078,UMTS,334,20,11030,67523221,0,-98.19086899999999,19.312154999999997,4754,11,1,1345593978,1426946740,0
899079,UMTS,334,20,11030,67524793,0,-98.188443,19.335252,4755,7,1,1345593978,1384613301,0
899080,GSM,334,20,3022,28440,0,-98.148726,19.401016000000002,11949,18,1,1345593978,1454053661,0
899096,UMTS,334,20,3022,67550519,0,-98.121872,19.297714000000003,1000,3,1,1345594136,1354786739,0
900626,GSM,334,1,47,9882,0,-99.219464,19.309158,1000,11,1,1345456787,1345456787,0
900627,GSM,334,1,77,322,0,-99.152171,19.429945999999997,3053,22,1,1345607871,1346169554,0
900628,GSM,334,1,33,9832,0,-99.172309,19.449234,1000,7,1,1345607871,1345736720,0
900629,GSM,334,1,33,2283,0,-99.172611,19.448032,1000,24,1,1345607871,1345736688,0
900630,GSM,334,1,8,251,0,-99.173397,19.443741,1000,11,1,1345607871,1346861902,0
900631,GSM,334,1,61,1962,0,-99.172554,19.449234,1000,4,1,1345475374,1345475374,0
900632,GSM,334,1,28,1203,0,-99.13726199999999,19.398305999999998,1216,59,1,1345607871,1346342388,0
900634,GSM,334,1,28,1002,0,-99.13403000000001,19.390884,2976,182,1,1345607876,1346775435,0
902220,UMTS,334,20,11064,69743345,0,-94.442245,18.136795000000003,4104,45,1,1345620457,1401222084,0
903633,UMTS,334,20,11064,69767140,0,-94.432952,18.153628,1536,44,1,1345632218,1391018760,0
907500,UMTS,334,20,11059,69413721,0,-98.189711,19.07346,1000,46,1,1345678833,1361963333,0
907501,UMTS,334,20,11059,69433721,0,-98.195114,19.072678,1000,5,1,1345678833,1361963485,0
907502,UMTS,334,20,11059,69423721,0,-98.197346,19.063854,1000,8,1,1345562176,1345562176,0
907503,UMTS,334,20,11059,69433717,0,-98.196487426758,19.064712524414002,1000,3,1,1345562146,1345562146,0
907504,UMTS,334,20,11059,69434110,0,-98.196487426758,19.063339233398,1000,1,1,1345562151,1345562151,0
907505,UMTS,334,20,11059,69414473,0,-98.20275699999999,19.062205,1000,23,1,1345562595,1345562595,0
907506,UMTS,334,20,11059,69429507,0,-98.205742,19.063458999999998,1000,23,1,1345562535,1345562535,0
907507,UMTS,334,20,11059,69434473,0,-98.205016,19.061677,1000,19,1,1345562739,1345562739,0
907508,UMTS,334,20,11059,69424473,0,-98.203685,19.060214000000002,1000,29,1,1345562869,1345562869,0
907509,UMTS,334,20,11059,69424110,0,-98.184586,19.075699,1000,3,1,1345658998,1345658998,0
907510,UMTS,334,20,11030,67530527,0,-98.197861,19.211655,1000,42,1,1345680531,1355593958,0
907511,UMTS,334,20,11030,67550527,0,-98.199145,19.212275,4616,31,1,1345680531,1400071741,0
907512,GSM,334,20,3021,22832,0,-98.121643,19.297657,1000,8,1,1345680531,1357500946,0
907513,GSM,334,20,3021,21818,0,-98.120956420898,19.296798706055,1000,1,1,1345660752,1345660752,0
907579,UMTS,334,20,11059,69423710,0,-98.179546,19.082615,1000,110,1,1345695298,1363047543,0
907580,UMTS,334,20,11059,69440868,0,-98.179512,19.079437,1000,36,1,1345659904,1345659904,0
907581,UMTS,334,20,11059,69433746,0,-98.177261,19.081879,1000,2,1,1345660093,1345660093,0
907582,UMTS,334,20,11059,69433710,0,-98.182969,19.085097,1000,32,1,1345695303,1363282567,0
907583,UMTS,334,20,11059,69443710,0,-98.179654,19.084293,1000,31,1,1345674958,1345674958,0
907584,UMTS,334,20,11059,69453710,0,-98.187012,19.0849,1000,10,1,1345695303,1363282643,0
907585,UMTS,334,20,11059,69443312,0,-98.10791,19.065399,1000,2,1,1345674096,1345674096,0
907586,UMTS,334,20,11059,69453312,0,-98.111069,19.066086,1000,5,1,1345674122,1345674122,0
907587,UMTS,334,20,11059,69403752,0,-98.118714,19.067291,1000,49,1,1345674696,1345674696,0
907588,UMTS,334,20,11059,69445011,0,-98.129785,19.070206,1000,7,1,1345674735,1345674735,0
907589,UMTS,334,20,11059,69455011,0,-98.138809,19.073345,1000,7,1,1345674773,1345674773,0
907590,UMTS,334,20,11059,69444087,0,-98.142929077148,19.074325561523,1000,1,1,1345674776,1345674776,0
907591,UMTS,334,20,11059,69454087,0,-98.150864,19.077225,1000,9,1,1345674832,1345674832,0
907592,UMTS,334,20,11059,69410888,0,-98.153915,19.077988,1000,3,1,1345674819,1345674819,0
907593,UMTS,334,20,11059,69460888,0,-98.161469,19.079819,1000,4,1,1345674850,1345674850,0
907594,UMTS,334,20,11059,69410868,0,-98.166275,19.0808,1000,7,1,1345674880,1345674880,0
907595,UMTS,334,20,11059,69460868,0,-98.174171,19.081535000000002,1000,4,1,1345674909,1345674909,0
907596,UMTS,334,20,11059,69453746,0,-98.168041,19.085507999999997,1023,7,1,1345695303,1361651309,0
907597,UMTS,334,20,11059,69403302,0,-98.193054,19.085312,1000,4,1,1345675023,1345675023,0
907598,UMTS,334,20,11059,69443732,0,-98.2021,19.080773999999998,1000,23,1,1345675065,1345675065,0
907599,UMTS,334,20,11059,134979742,0,-98.203353881836,19.086685180664002,1000,1,1,1345675068,1345675068,0
907600,UMTS,334,20,21059,134979742,0,-98.206863,19.089737,1108,9,1,1345695303,1429209948,0
907601,UMTS,334,20,21059,69453732,0,-98.206100463867,19.092178344727,1000,1,1,1345675112,1345675112,0
907602,UMTS,334,20,11059,69453732,0,-98.206681,19.090911,1213,26,1,1345675177,1345675177,0
907603,UMTS,334,20,11059,134979729,0,-98.207473754883,19.101791381835998,1000,1,1,1345675182,1345675182,0
907616,UMTS,334,20,21059,134980093,0,-98.199235,19.127198,1854,2,1,1345696987,1438512375,0
910549,UMTS,334,20,31077,201686759,0,-87.075119,20.633011,1000,3,1,1345855689,1365642137,0
910555,GSM,334,3,16008,37632,0,-100.364912,19.452897,4323,3,1,1345859590,1474531636,0
910570,GSM,334,1,8,211,0,-99.175195,19.444126,1000,107,1,1345649904,1345649904,0
910571,GSM,334,1,28,1201,0,-99.137598,19.397610999999998,1780,44,1,1345863468,1346684760,0
910572,GSM,334,1,76,3591,0,-99.132245,19.388358,1427,460,1,1345863484,1348590074,0
910573,GSM,334,1,61,3512,0,-99.17289699999999,19.44715,1000,29,1,1345735718,1345735718,0
910574,GSM,334,1,31,122,0,-99.174786,19.443054,1000,16,1,1345736124,1345736124,0
910575,GSM,334,1,31,20182,0,-99.172897338867,19.445114135742,1000,1,1,1345735769,1345735769,0
910576,GSM,334,1,8,213,0,-99.175589,19.445773000000003,1000,50,1,1345863508,1346860428,0
912804,UMTS,334,20,21007,131587200,0,-98.57634,20.204269,1000,5,1,1346068850,1346068850,0
912940,GSM,334,20,3021,20656,0,-98.120956420898,19.296798706055,1000,1,1,1345660800,1345660800,0
912941,GSM,334,20,3022,20656,0,-98.12679399999999,19.380656,9345,16,1,1346117787,1437649115,0
912942,UMTS,334,20,11030,67540527,0,-98.197861,19.211871,1000,19,1,1346117787,1426946740,0
912943,GSM,334,20,3022,28439,0,-98.121872,19.298172,1000,9,1,1346117787,1355651893,0
912944,GSM,334,20,3022,12663,0,-98.134885,19.421768,1724,7,1,1346117787,1397234492,0
912945,GSM,334,20,3022,12707,0,-98.13606262206999,19.424514770508,1000,6,1,1346066149,1346066149,0
916925,UMTS,334,20,11014,66504717,0,-101.029587,25.403366000000002,1000,3,1,1346339849,1346339849,0
918301,GSM,334,1,4,36441,0,-98.903238,19.412335000000002,23800,1256,1,1346469406,1368031850,0
918406,UMTS,334,20,11038,68058996,0,-104.66743469238001,23.989334106444996,1000,1,1,1346464382,1346464382,0
918407,UMTS,334,20,11038,68038402,0,-104.667252,23.989334,1000,15,1,1346465961,1346465961,0
918408,UMTS,334,20,11038,68028402,0,-104.66743469238001,23.989334106444996,1000,2,1,1346465830,1346465830,0
919451,GSM,334,20,3122,45346,0,-94.649204,17.766374,1000,19,1,1346554357,1449596556,0
919455,GSM,334,1,28,2163,0,-99.138487,19.389123,1000,35,1,1346255610,1346255610,0
919456,GSM,334,1,37,1021,0,-99.031407,19.552668,1333,66,1,1346540324,1346540324,0
919457,GSM,334,1,37,32072,0,-99.034194946289,19.523391723633,1000,2,1,1346519466,1346519466,0
919458,GSM,334,1,37,20163,0,-99.034195,19.524078,1000,2,1,1346524434,1346524434,0
919459,GSM,334,1,37,3212,0,-99.030487,19.564224,1000,30,1,1346563880,1346604232,0
919972,UMTS,334,20,21059,134955512,0,-98.197860717773,19.211654663085998,1000,6,1,1346618779,1352187952,0
919973,UMTS,334,20,11030,67560527,0,-98.197959,19.211753,1000,14,1,1346618779,1352906556,0
920022,UMTS,334,20,21003,131268697,0,-99.114532,19.436874,1000,4,1,1346626876,1363264298,0
920049,GSM,334,1,37,1022,0,-99.027798,19.534342000000002,1000,38,1,1346607607,1346607607,0
920085,GSM,334,1,32,36712,0,-98.9049,19.411846,1506,502,1,1346639668,1348209016,0
920086,GSM,334,1,4,20193,0,-98.905902,19.412128,1409,689,1,1346639673,1348208950,0
920926,UMTS,334,20,11106,72494160,0,-96.19903599999999,19.211311,1000,4,1,1346669750,1448008841,0
920929,GSM,334,20,131,25983,0,-99.261915,19.59851,1000,223,1,1346669969,1462870367,0
922704,UMTS,334,20,11030,67530526,0,-98.124227,19.299395999999998,4216,55,1,1346760501,1358024393,0
923121,UMTS,334,3,9514,59540231,0,-99.009475708008,19.625015258789002,1000,6,1,1346763794,1346763794,0
923542,UMTS,334,20,31016,197714796,0,-100.177116,25.684319,1000,4,1,1346796648,1390610103,0
923543,UMTS,334,20,31016,50594049,0,-100.16990799999999,25.711441,2982,4,1,1346796648,1383685693,0
923865,UMTS,334,20,21010,131755073,0,-99.097366333008,19.366836547852,1000,1,1,1346808016,1346808016,0
924858,GSM,334,1,22,32153,0,-99.04653,19.609235,2294,55,1,1346874595,1365361878,0
924869,GSM,334,1,371,23843,0,-102.29301452636999,21.834640502929997,1000,1,1,1346860258,1346860258,0
924939,UMTS,334,20,21070,135661097,0,-106.380959,31.636848999999998,1000,4,1,1346887504,1369846742,0
924983,GSM,334,1,4,36242,0,-98.90541800000001,19.412031,3636,44,1,1346901424,1348203585,0
925018,GSM,334,1,38,20072,0,-98.87077331543001,19.410781860352,1000,9,1,1346884279,1346884279,0
925022,GSM,334,1,38,20881,0,-98.87077331543001,19.410781860352,1000,2,1,1346884654,1346884654,0
925053,UMTS,334,20,31016,197668389,0,-100.158075,25.670137,1000,13,1,1346906988,1430607867,0
927990,UMTS,334,20,11046,68593206,0,-89.570297,20.989517000000003,1000,15,1,1347366664,1399822031,0
928522,UMTS,334,20,21091,137042815,0,-102.86279300000001,23.204498,2019,10,1,1347368870,1448404718,0
928523,UMTS,334,20,21091,137082815,0,-102.87254300000001,23.186234,1000,5,1,1347368870,1395612393,0
928524,UMTS,334,20,21091,137052815,0,-102.863846,23.189392,2537,6,1,1347368871,1452040062,0
929384,GSM,334,1,28,9622,0,-99.13844,19.389557999999997,1000,11,1,1346775188,1346775188,0
929386,GSM,334,1,8,3141,0,-99.170532,19.442291,1000,18,1,1346861112,1346861112,0
929387,GSM,334,1,8,223,0,-99.176468,19.440994,1000,5,1,1346860487,1346860487,0
929388,GSM,334,1,8,2283,0,-99.17289699999999,19.442196,1000,16,1,1346860884,1346860884,0
929389,GSM,334,1,8,1962,0,-99.175643920898,19.442367553710998,1000,6,1,1346860735,1346860735,0
929390,GSM,334,1,8,212,0,-99.171018,19.443235,1000,19,1,1346861801,1346861801,0
929391,GSM,334,1,8,221,0,-99.167862,19.444198999999998,1000,12,1,1346861473,1346861473,0
929392,GSM,334,1,8,2282,0,-99.16740417480499,19.443740844727,1000,3,1,1346861171,1346861171,0
929393,GSM,334,1,8,9832,0,-99.16740417480499,19.443740844727,1000,3,1,1346861228,1346861228,0
929394,GSM,334,1,8,1503,0,-99.16740417480499,19.443740844727,1000,4,1,1346861548,1346861548,0
929395,GSM,334,1,8,3142,0,-99.16740417480499,19.443740844727,1000,2,1,1346861427,1346861427,0
929396,GSM,334,1,76,1541,0,-99.133709,19.388123,2477,911,1,1347370326,1348590439,0
929397,GSM,334,1,76,3593,0,-99.131799,19.386369000000002,1000,206,1,1347370326,1348590145,0
929398,GSM,334,1,76,2861,0,-99.13095799999999,19.387161,1000,380,1,1347370326,1348589989,0
929399,GSM,334,1,76,451,0,-99.131127,19.386693,1000,488,1,1347370326,1348590160,0
929400,GSM,334,1,76,3841,0,-99.131057,19.38673,1000,212,1,1347370326,1348585696,0
929401,GSM,334,1,147,3841,0,-99.13075699999999,19.386612,1000,35,1,1347370326,1348270067,0
929402,GSM,334,1,147,1543,0,-99.131258,19.386736,1000,53,1,1347370326,1348346768,0
929403,GSM,334,1,147,1541,0,-99.131153,19.386626,1000,229,1,1347370326,1348347547,0
929404,GSM,334,1,147,2861,0,-99.13113299999999,19.386709,1000,68,1,1347370326,1348346410,0
929405,GSM,334,1,147,451,0,-99.131078,19.38666,1000,115,1,1347370326,1348347538,0
929406,GSM,334,1,147,3593,0,-99.131378,19.386795000000003,1000,30,1,1347370326,1348345576,0
929407,GSM,334,1,147,3592,0,-99.13113,19.386584,1000,29,1,1347370326,1348346266,0
929408,GSM,334,1,147,1002,0,-99.131199,19.386812,1000,22,1,1347370326,1347739028,0
929409,GSM,334,1,147,2801,0,-99.131227,19.386635000000002,1000,96,1,1347370326,1348347116,0
929410,GSM,334,1,147,9622,0,-99.131199,19.386561999999998,1000,44,1,1347370326,1348345966,0
929411,GSM,334,1,147,1593,0,-99.131091,19.386828,1000,61,1,1347370326,1348347011,0
